url,modTime
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/frontal-impact/mobile-progressive-deformable-barrier/,2023-07-04T10:18:55+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/frontal-impact/full-width-rigid-barrier/,2023-07-04T10:19:09+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/lateral-impact/,2021-04-21T08:42:31+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/lateral-impact/side-mobile-barrier/,2023-07-04T10:18:26+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/lateral-impact/side-pole/,2023-07-04T10:18:09+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/lateral-impact/far-side-impact/,2023-07-11T14:48:42+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/rear-impact/,2021-04-21T08:43:32+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/rear-impact/whiplash/,2023-07-11T14:47:54+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/rescue-and-extrication/,2023-07-11T14:47:29+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/previous-tests/,2021-04-21T08:45:05+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/adult-occupant-protection/previous-tests/offset-deformable-barrier/,2023-07-04T10:17:15+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/child-occupant-protection/,2023-07-27T15:34:22+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/child-occupant-protection/crs-performance/,2023-07-11T14:46:47+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/child-occupant-protection/safety-features/,2023-08-01T13:27:46+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/child-occupant-protection/crs-installation-check/,2023-07-11T14:34:59+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/,2023-07-11T14:03:40+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/head-impact/,2023-07-11T14:45:31+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/pelvis-impact/,2023-07-11T14:31:24+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/leg-impact/,2023-07-11T14:34:25+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/aeb-pedestrian/,2023-07-11T14:00:58+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/aeb-cyclist/,2023-07-11T13:51:23+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/cyclist-dooring-prevention/,2023-07-11T13:50:55+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/vulnerable-road-user-vru-protection/aeb-lane-support-motorcyclist/,2023-07-11T13:44:02+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/,2023-07-07T09:25:16+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/aeb-car-to-car/,2023-07-11T13:42:11+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/occupant-status-monitoring/,2023-07-11T13:35:33+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/speed-assistance/,2023-07-04T10:11:32+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/lane-support/,2023-07-04T10:11:57+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/previous-tests/,2020-05-05T13:26:54+00:00
https://www.euroncap.com/en/car-safety/the-ratings-explained/safety-assist/previous-tests/esc/,2023-07-04T10:12:21+00:00
